gameid,league,blueteam,redteam,bluetop,bluejungle,bluemid,blueadc,bluesupport,redtop,redjungle,redmid,redadc,redsupport,result
ESPORTSTMNT05/1440413,TRA,1907 Fenerbahçe Academy,SuperMassive Academy,Syndra,Gragas,Yasuo,Kalista,TahmKench,Irelia,JarvanIV,Leblanc,MissFortune,Nautilus,0
ESPORTSTMNT03/1442835,PCS,Machi Esports,J Team,Ornn,Graves,Corki,Jhin,Nautilus,Mordekaiser,Kindred,Syndra,Ashe,Thresh,1
ESPORTSTMNT01/1403918,LJL,Fukuoka SoftBank Hawks gaming,Rascal Jester,MonkeyKing,Trundle,Corki,Aphelios,Thresh,Malphite,Graves,Galio,Ezreal,Nautilus,1
ESPORTSTMNT01/1425154,LCS,Counter Logic Gaming,Team SoloMid,Gnar,Graves,Galio,Ashe,Braum,Ornn,JarvanIV,Cassiopeia,Ezreal,Karma,0
ESPORTSTMNT03/1334665,LLA,Pixel Esports Club,All Knights,Renekton,Taliyah,Syndra,MissFortune,Braum,Gnar,Gragas,Velkoz,Kalista,Nautilus,0
ESPORTSTMNT03/1430722,OPL,Dire Wolves,Chiefs Esports Club,Camille,Lillia,Syndra,Kaisa,Nautilus,Jax,Sejuani,Sett,Ashe,Lux,1
ESPORTSTMNT06/1170617,LEC,Excel Esports,Team Vitality,Gangplank,Sejuani,Syndra,Aphelios,Nautilus,Sett,Gragas,Leblanc,Varus,Thresh,1
6543-8813,LDL,Bilibili Gaming Junior,Team WE Academy,Kennen,Olaf,Galio,Ashe,Bard,MonkeyKing,Trundle,TwistedFate,Jhin,Karma,0
ESPORTSTMNT01/1404270,LCS,Team Liquid,Golden Guardians,Mordekaiser,Trundle,Orianna,Aphelios,Braum,Ornn,Nidalee,Jayce,Kalista,Thresh,1
ESPORTSTMNT06/1300426,TCL,1907 Fenerbahçe Esports,İstanbul Wildcats,Kennen,LeeSin,Syndra,Ezreal,Braum,Sylas,Trundle,Ekko,Aphelios,Nautilus,0
ESPORTSTMNT04/1140340,LEC,Misfits Gaming,FC Schalke 04 Esports,Gangplank,Gragas,Ornn,Varus,Galio,Maokai,LeeSin,Azir,Aphelios,Nautilus,0
ESPORTSTMNT03/1432181,PCS,J Team,ahq eSports Club,Renekton,Zac,Pantheon,Caitlyn,Morgana,Gnar,JarvanIV,Orianna,Jhin,Lulu,1
ESPORTSTMNT02/1413453,LCK,Afreeca Freecs,Team Dynamics,Akali,JarvanIV,Syndra,Ashe,Nautilus,Gangplank,Olaf,Zoe,Jhin,Bard,1
ESPORTSTMNT04/1130193,LEC,Excel Esports,Misfits Gaming,Sett,JarvanIV,Morgana,Xayah,Rakan,Gangplank,LeeSin,Leblanc,Aphelios,TahmKench,0
ESPORTSTMNT03/1392251,MSC,Top Esports,FunPlus Phoenix,Jayce,Olaf,Corki,Syndra,Yuumi,MonkeyKing,Kindred,Rumble,Senna,Sett,0
ESPORTSTMNT03/1401756,PCS,Nova Esports,Hong Kong Attitude,MonkeyKing,Graves,Leblanc,Varus,Leona,Renekton,Olaf,Zoe,Aphelios,Braum,1
ESPORTSTMNT03/1412111,LCS,FlyQuest,Team Liquid,Maokai,Sett,Syndra,Ezreal,Rakan,Kennen,Graves,Azir,Kalista,Nautilus,0
ESPORTSTMNT03/1433697,CBLOL,INTZ,paiN Gaming,Renekton,Graves,Ahri,Senna,Nautilus,Shen,Lillia,Lucian,Ezreal,Leona,1
ESPORTSTMNT02/1295660,LFL,Misfits Premier,GamersOrigin,Sett,JarvanIV,Syndra,Ziggs,Zilean,Jax,LeeSin,Cassiopeia,Aphelios,Leona,1
6716-8995,LDL,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,MonkeyKing,Olaf,Zoe,Aphelios,Nautilus,Mordekaiser,Graves,Jayce,Ashe,Taric,1
ESPORTSTMNT02/1385018,LCS,Counter Logic Gaming,100 Thieves,Aatrox,Trundle,Orianna,Ezreal,Rakan,Renekton,Volibear,Azir,Aphelios,Braum,1
6518-8733,LDL,Legend Esport Gaming,LNG Academy,Vladimir,Volibear,Zed,Ashe,Thresh,Kennen,LeeSin,Sett,Ezreal,Karma,1
ESPORTSTMNT05/1440463,LEC,Fnatic,Origen,Gangplank,Olaf,Azir,Senna,Trundle,Maokai,Gragas,Qiyana,Aphelios,Thresh,0
ESPORTSTMNT02/1334673,LCK,DRX,DAMWON Gaming,Aatrox,Graves,Leblanc,Aphelios,Thresh,Kennen,Trundle,Galio,Kaisa,Sett,1
ESPORTSTMNT01/1380337,BRCC,unknown team,unknown team,Renekton,Kindred,Azir,Ezreal,Lulu,Malphite,JarvanIV,Rumble,MissFortune,Yuumi,1
ESPORTSTMNT01/1302827,LFL,GamersOrigin,Team MCES,Vladimir,LeeSin,Syndra,Varus,Leona,Kennen,Olaf,Orianna,Aphelios,Nautilus,1
6534-8790,LDL,All Combo,Young Miracles,Renekton,Graves,Syndra,Ashe,Braum,Volibear,Sett,Leblanc,Jhin,Nautilus,1
ESPORTSTMNT02/1296490,CK,Team Dynamics,Seorabeol Gaming,Sett,RekSai,Zoe,Xayah,Rakan,Aatrox,Elise,Syndra,MissFortune,Thresh,0
ESPORTSTMNT06/1180794,LCL,RoX,Gambit Esports,Maokai,Karthus,Pantheon,Senna,Taric,Chogath,Trundle,Syndra,Varus,TahmKench,1
ESPORTSTMNT03/1440773,PCS,Hong Kong Attitude,Nova Esports,Renekton,Volibear,Sylas,Ezreal,Nautilus,Camille,Sett,Ryze,Lucian,Thresh,0
ESPORTSTMNT02/1270576,LCS,Counter Logic Gaming,Dignitas,Ornn,RekSai,Cassiopeia,Senna,Leona,Renekton,Elise,Viktor,Ashe,TahmKench,0
ESPORTSTMNT03/1441984,LJL,V3 Esports,Sengoku Gaming,Sion,Lillia,Karma,Aphelios,Sett,Renekton,Nidalee,Azir,Ashe,Nautilus,1
ESPORTSTMNT03/1321624,LLA,Pixel Esports Club,Rainbow7,Ornn,Trundle,Syndra,Kaisa,Nautilus,Sett,Sejuani,Zoe,Xayah,Braum,0
ESPORTSTMNT02/1386423,LJL,DetonatioN FocusMe,Sengoku Gaming,MonkeyKing,JarvanIV,Syndra,Aphelios,Thresh,Mordekaiser,Graves,Zoe,Ashe,Nautilus,0
ESPORTSTMNT05/1520182,TCL,1907 Fenerbahçe Esports,5 Ronin,Vladimir,LeeSin,TwistedFate,Ezreal,Leona,Ornn,Kindred,Azir,Aphelios,Braum,0
6337-8087,LDL,Dominus Esports Young,Vici Gaming Potential,Camille,Khazix,Syndra,Ezreal,Thresh,Jax,Trundle,TwistedFate,Kalista,Nautilus,0
ESPORTSTMNT03/1403600,LCK,SeolHaeOne Prince,T1,Illaoi,Trundle,Leblanc,Aphelios,TahmKench,MonkeyKing,Olaf,Lissandra,Kalista,Nautilus,0
6712-8972,LDL,eStar Young,LGD Gaming Young Team,Jayce,Nidalee,Galio,Caitlyn,Nautilus,Malphite,Graves,Rumble,Ashe,Lux,0
ESPORTSTMNT01/1306626,CK,Spear Gaming,Element Mystic,Sett,Elise,Syndra,Varus,TahmKench,Mordekaiser,JarvanIV,Lucian,Jinx,Thresh,0
ESPORTSTMNT01/1401595,CBLOL,FURIA Esports,INTZ,Pantheon,Kindred,Syndra,MissFortune,Thresh,Sett,Trundle,Orianna,Aphelios,Nautilus,0
ESPORTSTMNT03/1391851,Riot,GAM Esports,Team Flash,MonkeyKing,Ekko,Pantheon,Varus,Nautilus,Malphite,Graves,Leblanc,Kalista,Volibear,0
ESPORTSTMNT03/1342227,VCS,GAM Esports,Team Flash,Sett,JarvanIV,Rumble,Senna,TahmKench,Ornn,RekSai,Syndra,Varus,Lux,1
6263-7837,LDL,Royal Club,JingNetGame,Renekton,Trundle,Akali,Ezreal,Bard,Jax,Ekko,Sett,MissFortune,Thresh,1
6036-7448,LPL,LNG Esports,Vici Gaming,Aatrox,Trundle,Azir,MissFortune,Nautilus,Ornn,Olaf,Kassadin,Kaisa,Taric,0
ESPORTSTMNT02/1382441,LCS,Golden Guardians,Cloud9,Ornn,Nocturne,TwistedFate,Ezreal,Sett,Volibear,Trundle,Galio,Aphelios,Braum,0
6216-7884,LPL,Victory Five,LGD Gaming,Mordekaiser,Graves,Ekko,Aphelios,Thresh,MonkeyKing,Trundle,Syndra,Ezreal,Leona,0
6208-7829,LPL,FunPlus Phoenix,LNG Esports,MonkeyKing,Graves,Galio,Ezreal,Nautilus,Sylas,JarvanIV,Zoe,Aphelios,Leona,0
6380-8239,LDL,LGD Gaming Young Team,All Combo,Renekton,Elise,Karma,Aphelios,Nautilus,Aatrox,Trundle,Kassadin,Ashe,Thresh,1
6143-7673,LDL,LinGan e-Sports,Bilibili Gaming Junior,Aatrox,Kayn,Karma,Aphelios,Nautilus,Mordekaiser,Olaf,Galio,Kalista,Taric,0
ESPORTSTMNT05/1530146,TCL,Royal Youth,1907 Fenerbahçe Esports,Camille,Khazix,Ekko,Ezreal,Thresh,Poppy,Graves,Azir,Kalista,Nautilus,0
5964-7333,LPL,Team WE,Vici Gaming,Renekton,Ekko,Pantheon,Kalista,Taric,Aatrox,RekSai,Zoe,MissFortune,Nautilus,1
ESPORTSTMNT01/1413742,LCS.A,FlyQuest Academy,Cloud9 Academy,Ornn,LeeSin,Corki,Kaisa,Nautilus,Gangplank,RekSai,Karma,Ezreal,Yuumi,1
ESPORTSTMNT02/1261474,VCS,Saigon Buffalo,Lowkey Esports.Vietnam,Akali,LeeSin,Cassiopeia,Varus,Braum,Sett,RekSai,Leblanc,Senna,TahmKench,1
ESPORTSTMNT01/1415338,LCK,Gen.G,DRX,Ornn,LeeSin,Orianna,Ezreal,Nautilus,MonkeyKing,Olaf,TwistedFate,Sivir,Yuumi,0
6059-7515,LPL,Dominus Esports,Bilibili Gaming,Renekton,JarvanIV,Leblanc,Varus,Nautilus,Mordekaiser,Kindred,Galio,Kaisa,Sett,0
ESPORTSTMNT02/1413997,LLA,All Knights,Azules Esports,Sylas,Volibear,Azir,Ezreal,Braum,Ornn,Sett,Corki,Ashe,Lulu,1
ESPORTSTMNT01/1296009,CK,Team Dynamics,Asura,Mordekaiser,Elise,Lucian,Varus,Braum,Ornn,Taliyah,Aatrox,MissFortune,Yuumi,1
ESPORTSTMNT03/1333765,LCK,KT Rolster,Griffin,Kennen,Olaf,Nautilus,Senna,TahmKench,Sett,Gragas,Renekton,Ezreal,Karma,1
ESPORTSTMNT01/1321677,PCS,J Team,Nova Esports,Ornn,JarvanIV,Rumble,Varus,TahmKench,Aatrox,Sejuani,Sylas,MissFortune,Nautilus,0
5973-7352,LPL,Oh My God,Bilibili Gaming,Renekton,Elise,Leblanc,Caitlyn,TahmKench,Quinn,JarvanIV,Lissandra,MissFortune,Leona,1
ESPORTSTMNT03/1443000,CK,Jin Air Green Wings,Awesome Spear,Ornn,Sett,Zoe,Jhin,Bard,Camille,Nidalee,Galio,Ashe,Morgana,0
ESPORTSTMNT02/1404879,LFL,Solary,GameWard,Ornn,Kindred,KogMaw,Aphelios,Karma,Kennen,Sett,Cassiopeia,Jhin,Nautilus,0
ESPORTSTMNT03/1405459,LCK,Gen.G,Afreeca Freecs,Karma,Olaf,Ekko,Ashe,Taric,Ryze,MonkeyKing,Zoe,Aphelios,Nautilus,1
ESPORTSTMNT02/1401936,CBLOL,Prodigy Esports,Flamengo Esports,Jayce,Volibear,Azir,Senna,TahmKench,Camille,Sett,Zoe,Caitlyn,Morgana,0
6176-7792,LDL,Dominus Esports Young,Shu Dai Xiong Gaming,Poppy,Karthus,Pantheon,Kalista,Nautilus,Ornn,LeeSin,Leblanc,Aphelios,Leona,1
ESPORTSTMNT01/1270814,LFL,Vitality.Bee,Team MCES,Rumble,Gragas,Ryze,MissFortune,Nautilus,DrMundo,JarvanIV,Cassiopeia,Sivir,Braum,1
ESPORTSTMNT03/1441905,LCS.A,Cloud9 Academy,CLG Academy,Lucian,Sett,Zoe,Senna,Bard,Gangplank,Vi,Azir,Ezreal,Rakan,1
6455-8509,LDL,Rogue Warriors Shark,Vici Gaming Potential,Ornn,RekSai,Viktor,Kalista,Sett,Kayle,Trundle,Zoe,Ashe,Braum,0
ESPORTSTMNT06/1200068,EM,Movistar Riders,Team Singularity,Maokai,Graves,Ziggs,Kalista,Taric,Jax,Poppy,Cassiopeia,Taliyah,Pantheon,1
ESPORTSTMNT06/1190347,EM,Defusekids,Kenty,Gangplank,RekSai,Syndra,Aphelios,Nautilus,MonkeyKing,LeeSin,Diana,Varus,Leona,1
ESPORTSTMNT04/1250229,LEC,Origen,Misfits Gaming,Kennen,Volibear,Lucian,Aphelios,Thresh,Malphite,Olaf,Galio,Ezreal,Leona,1
6584-8928,LDL,Young Miracles,Rogue Warriors Shark,Renekton,Volibear,Zoe,Caitlyn,TahmKench,Pantheon,Taliyah,Qiyana,Kalista,Pyke,0
ESPORTSTMNT01/1296638,LCK,DAMWON Gaming,KT Rolster,Ornn,RekSai,Zoe,Kaisa,Leona,Aatrox,Gragas,Lucian,MissFortune,Alistar,1
6366-8199,LDL,LNG Academy,EDG Youth Team,Renekton,Nidalee,Leblanc,Ezreal,Braum,Aatrox,Graves,Kassadin,Ashe,Leona,0
ESPORTSTMNT01/1304020,LJL,Burning Core,AXIZ,Sett,Gragas,Viktor,Aphelios,Thresh,Gangplank,RekSai,Ryze,Syndra,Leona,1
ESPORTSTMNT06/1310226,EM,Intrepid Fox Gaming,SINNERS Esports,Renekton,Khazix,Ryze,Ashe,Nautilus,Gnar,LeeSin,Zoe,Kalista,Thresh,1
6526-8764,LDL,LGD Gaming Young Team,Young Miracles,Ornn,Nidalee,Nocturne,Kaisa,Janna,Renekton,Ekko,Tryndamere,Ezreal,Lulu,1
ESPORTSTMNT03/1343002,OPL,Dire Wolves,Legacy Esports,Malphite,Kindred,Corki,MissFortune,Bard,Vladimir,Trundle,Viktor,Aphelios,Thresh,1
6701-8973,WCS,FunPlus Phoenix,Invictus Gaming,Volibear,Kindred,Galio,Ashe,Thresh,Kennen,Graves,Neeko,Senna,Nautilus,1
ESPORTSTMNT02/1384796,OPL,Gravitas,ORDER,Ornn,Olaf,Akali,Aphelios,Yuumi,Kled,Nidalee,Sylas,Ezreal,Bard,0
ESPORTSTMNT03/1430677,LCS,Golden Guardians,Team SoloMid,Mordekaiser,Graves,Orianna,Caitlyn,TahmKench,Gangplank,Nidalee,Sett,Ashe,Thresh,1
ESPORTSTMNT02/1270592,LCS,100 Thieves,Golden Guardians,Gangplank,Gragas,Zoe,MissFortune,Leona,Ornn,JarvanIV,Leblanc,Varus,Braum,1
6615-8445,LPL,FunPlus Phoenix,JD Gaming,MonkeyKing,Volibear,Rumble,Kaisa,Nautilus,Kennen,Graves,TwistedFate,Ashe,Bard,0
ESPORTSTMNT01/1436466,LJL,Rascal Jester,AXIZ,Volibear,Sett,Katarina,Senna,TahmKench,Camille,Karthus,Galio,Ashe,Nautilus,0
6480-8600,LDL,Invictus Gaming Young,eStar Young,Ornn,Graves,Syndra,Ezreal,Taric,MonkeyKing,Kindred,Galio,Ashe,Braum,0
6096-7674,LPL,Team WE,EDward Gaming,Sett,Ekko,Nocturne,Aphelios,Nautilus,Mordekaiser,JarvanIV,Lissandra,Varus,Thresh,0
ESPORTSTMNT03/1405687,LCK,SeolHaeOne Prince,SANDBOX Gaming,Pantheon,Sett,Galio,Aphelios,Bard,Renekton,LeeSin,Zoe,Ashe,TahmKench,0
ESPORTSTMNT02/1392000,LCS,Cloud9,Evil Geniuses,Jayce,Olaf,Karma,Ezreal,Yuumi,Volibear,LeeSin,Kassadin,Aphelios,Lulu,1
ESPORTSTMNT05/1430758,LCS.A,Cloud9 Academy,Evil Geniuses Academy,Sett,Elise,Leblanc,Varus,Nautilus,Aatrox,JarvanIV,Lissandra,MissFortune,Leona,1
ESPORTSTMNT05/1520575,LEC,Fnatic,Rogue,Ornn,Volibear,Karma,Aphelios,TahmKench,Gangplank,Olaf,Ryze,Kalista,Thresh,0
ESPORTSTMNT01/1303581,OPL,ORDER,Chiefs Esports Club,Sett,Elise,Leblanc,Irelia,Rakan,Akali,Olaf,Lissandra,Aphelios,Braum,0
ESPORTSTMNT05/1400073,TRA,Beşiktaş Academy,Royal Youth Academy,Gangplank,JarvanIV,Azir,Cassiopeia,Thresh,Aatrox,LeeSin,Syndra,Tristana,Nautilus,1
ESPORTSTMNT06/1190961,EM,Team GamerLegion,GamersOrigin,Irelia,Sejuani,Yasuo,Heimerdinger,Taric,Ornn,LeeSin,Syndra,Kaisa,Galio,0
ESPORTSTMNT03/1321204,LLA,Azules Esports,XTEN Esports,Sett,JarvanIV,Azir,Varus,Thresh,Ornn,RekSai,Leblanc,Aphelios,TahmKench,0
5959-7322,LPL,Invictus Gaming,Vici Gaming,Kalista,JarvanIV,Syndra,Varus,Thresh,Kennen,RekSai,Ekko,MissFortune,Nautilus,1
ESPORTSTMNT05/1410279,TCL,İstanbul Wildcats,Papara SuperMassive,Aatrox,Gragas,Syndra,MissFortune,Rakan,Camille,Elise,Irelia,Aphelios,Braum,0
ESPORTSTMNT01/1360796,CBLOL,Vivo Keyd,KaBuM! e-Sports,Shen,Gragas,Leblanc,Ezreal,Yuumi,Vladimir,Graves,Lissandra,Kalista,Taric,0
ESPORTSTMNT01/1304671,CBLOL,paiN Gaming,Prodigy Esports,Ornn,LeeSin,Leblanc,Ezreal,Alistar,Vladimir,JarvanIV,Rumble,Aphelios,Leona,1
6417-8377,LDL,Dominus Esports Young,All Combo,Jayce,Nidalee,Renekton,Ezreal,Sett,Vladimir,Volibear,Syndra,Varus,Nautilus,0
ESPORTSTMNT03/1341231,BRCC,Santos e-Sports,Falkol,Jax,Olaf,Azir,Kalista,Thresh,Renekton,Ekko,Syndra,Ezreal,Nautilus,0
ESPORTSTMNT01/1424232,OPL,Chiefs Esports Club,Pentanet.GG,Akali,Olaf,Syndra,Ashe,Braum,Urgot,Khazix,Azir,Aphelios,Nautilus,1
6143-7676,LDL,LinGan e-Sports,Bilibili Gaming Junior,Aatrox,Nidalee,Karma,Kalista,Taric,Mordekaiser,Trundle,Azir,Varus,Thresh,0
ESPORTSTMNT03/1401377,LCS.A,Team Liquid Academy,Immortals Academy,MonkeyKing,Nidalee,Jayce,Ezreal,Braum,Ornn,Graves,Syndra,Sivir,Nautilus,0
ESPORTSTMNT01/1295467,LJL,V3 Esports,Burning Core,Ornn,RekSai,Zoe,MissFortune,Nautilus,Darius,LeeSin,Viktor,Varus,Thresh,1
ESPORTSTMNT02/1294012,LCS.A,FlyQuest Academy,Golden Guardians Academy,Ornn,Kindred,Azir,Varus,Braum,Gangplank,Sejuani,Viktor,MissFortune,Sett,0
ESPORTSTMNT01/1321064,VCS,V Gaming Adonis,EVOS Esports,Aatrox,JarvanIV,Sylas,Aphelios,Nautilus,Irelia,Trundle,Azir,MissFortune,Thresh,1
ESPORTSTMNT04/1140100,TRA,Beşiktaş Academy,Dark Passage Academy,Aatrox,Poppy,Ryze,Senna,TahmKench,Sett,JarvanIV,Cassiopeia,Aphelios,Pyke,0
6279-7883,LDL,Shu Dai Xiong Gaming,eStar Young,Lucian,Ekko,Zoe,Senna,Sett,Renekton,Karthus,Pantheon,Aphelios,Yuumi,1
6660-8770,LPL,Suning,FunPlus Phoenix,Renekton,LeeSin,Orianna,Jhin,Nautilus,Sett,Nidalee,Syndra,Jayce,Leona,1
ESPORTSTMNT03/1443471,LCK,DRX,DAMWON Gaming,Volibear,Lillia,Jayce,Ezreal,Sett,Renekton,Nidalee,Syndra,Kalista,Alistar,0
6465-8543,LDL,Royal Club,Legend Esport Gaming,Aatrox,Kindred,Orianna,Varus,Sett,Gangplank,Nidalee,Renekton,Aphelios,Leona,0
ESPORTSTMNT01/1360523,BRCC,Santos e-Sports,Falkol,Aatrox,Karthus,Pantheon,Ashe,Nautilus,Irelia,Trundle,Zoe,Varus,Thresh,1
ESPORTSTMNT02/1321674,LCS,100 Thieves,Counter Logic Gaming,Aatrox,Sejuani,Syndra,Aphelios,TahmKench,Camille,Pantheon,Ekko,Varus,Braum,1
ESPORTSTMNT01/1434574,LCS.A,Dignitas Academy,Evil Geniuses Academy,Ornn,LeeSin,Leblanc,Ashe,Braum,Sett,Trundle,Galio,Aphelios,Morgana,1
ESPORTSTMNT03/1432206,PCS,ahq eSports Club,J Team,Jayce,Ekko,Sett,Jhin,Thresh,Akali,Volibear,Garen,Ashe,Leona,1
ESPORTSTMNT03/1340588,OPL,Chiefs Esports Club,Dire Wolves,Akali,Trundle,Diana,Aphelios,TahmKench,Gangplank,Olaf,Karma,MissFortune,Nautilus,1
ESPORTSTMNT01/1432514,LCS,Golden Guardians,Dignitas,Kennen,Olaf,Galio,Ezreal,Yuumi,MonkeyKing,Trundle,Zoe,KogMaw,Lulu,1
ESPORTSTMNT01/1415604,PCS,ahq eSports Club,J Team,Mordekaiser,LeeSin,Galio,Aphelios,Thresh,Aatrox,Trundle,Kassadin,Ezreal,Yuumi,0
6320-8023,LDL,V5 87,JingNetGame,Ryze,Ekko,Sett,MonkeyKing,Senna,Poppy,LeeSin,Orianna,Aphelios,Thresh,1
ESPORTSTMNT06/1170665,TCL,Team AURORA,1907 Fenerbahçe Esports,Pantheon,Trundle,Veigar,Kalista,Thresh,Aatrox,Sejuani,Syndra,MissFortune,TahmKench,0
ESPORTSTMNT03/1404898,LLA,Azules Esports,Rainbow7,Aatrox,LeeSin,Leblanc,Swain,Sett,Camille,Graves,Zoe,Kaisa,Thresh,0
ESPORTSTMNT01/1414013,CBLOL,Vivo Keyd,Prodigy Esports,Ornn,Nidalee,Azir,Aphelios,Nautilus,Camille,Olaf,Syndra,Ezreal,Yuumi,1
ESPORTSTMNT03/1343669,PCS,Machi Esports,Talon Esports,Maokai,RekSai,Syndra,MissFortune,Nautilus,Mordekaiser,Graves,Galio,Aphelios,Thresh,0
ESPORTSTMNT01/1370750,CBLOL,FURIA Esports,Flamengo Esports,Aatrox,Graves,Ekko,MissFortune,Thresh,Neeko,LeeSin,Rumble,Kalista,Taric,0
ESPORTSTMNT06/1180523,TCL,Papara SuperMassive,Galakticos,Gangplank,Trundle,Azir,Xayah,Taric,Ornn,Karthus,Qiyana,Kaisa,Nautilus,0
ESPORTSTMNT06/1270736,LCL,One Breath Gaming,Vega Squadron,Urgot,Volibear,Syndra,Aphelios,Bard,Sion,RekSai,Orianna,Ezreal,Lulu,1
ESPORTSTMNT01/1435808,LFL,GameWard,IZI Dream,Volibear,Nocturne,Fiddlesticks,Karthus,Nautilus,Aatrox,Olaf,Zoe,Ezreal,Karma,1
ESPORTSTMNT01/1304691,CBLOL,Redemption eSports Porto Alegre,Vivo Keyd,Vladimir,Gragas,Lucian,Varus,Alistar,Renekton,Olaf,Cassiopeia,Senna,Braum,0
ESPORTSTMNT02/1323134,LCK,Afreeca Freecs,DAMWON Gaming,Lucian,LeeSin,Syndra,Aphelios,Nautilus,Ornn,RekSai,Ekko,Varus,Thresh,0
6660-8768,LPL,FunPlus Phoenix,Suning,Renekton,Lillia,Karma,Jayce,Pyke,Gangplank,Graves,Zoe,Ashe,Leona,0
6498-8663,LDL,eStar Young,V5 87,Renekton,Graves,Galio,Aphelios,Thresh,Ornn,Trundle,Zoe,Kalista,Sett,1
ESPORTSTMNT06/1300683,TRA,SuperMassive Academy,İstanbul Wildcats Academy,Sett,Graves,Syndra,Ashe,Nautilus,MonkeyKing,Nidalee,Nunu,Aphelios,Thresh,0
ESPORTSTMNT01/1390190,BRCC,Havan Liberty Gaming,Team oNe eSports,Aatrox,Graves,Leblanc,MissFortune,Nautilus,Sett,Trundle,Corki,Syndra,Leona,0
6345-8114,LDL,Dominus Esports Young,Legend Esport Gaming,Ornn,Karthus,Pantheon,Varus,TahmKench,Renekton,Kayn,Galio,Ezreal,Thresh,1
ESPORTSTMNT05/1440470,TCL,Galakticos,İstanbul Wildcats,Renekton,Trundle,Azir,Aphelios,Braum,Irelia,JarvanIV,Syndra,Senna,TahmKench,0
6622-8496,LPL,Top Esports,Dominus Esports,Urgot,Volibear,Zoe,Ashe,Karma,Jax,Trundle,Orianna,Jhin,Thresh,1
6134-7642,LDL,Dominus Esports Young,V5 87,Ornn,Ekko,Nocturne,Kaisa,Rakan,Sett,JarvanIV,Azir,Varus,Braum,1
6550-8831,LDL,Oh My Dream,Young Miracles,Lucian,Ekko,Talon,Ashe,Bard,Renekton,LeeSin,Sylas,Aphelios,Nautilus,1
ESPORTSTMNT02/1413875,VCS,Saigon Buffalo,Team Secret,Volibear,Nidalee,Galio,Caitlyn,Lux,Renekton,Graves,Karma,Jinx,Thresh,0
ESPORTSTMNT02/1286608,LCK,SeolHaeOne Prince,DRX,Soraka,Olaf,Jayce,Ziggs,Nautilus,Aatrox,Trundle,Rumble,Senna,TahmKench,0
ESPORTSTMNT02/1322260,LCK,DRX,SANDBOX Gaming,Sett,Sylas,Lucian,Varus,Thresh,Aatrox,Olaf,Cassiopeia,Kalista,Taric,1
6342-8108,LDL,Suning-S,Joy Dream,Jayce,Trundle,Akali,Aphelios,Leona,Rumble,RekSai,Syndra,MissFortune,Nautilus,0
6633-8574,LPL,EDward Gaming,LNG Esports,Renekton,LeeSin,Zoe,Kalista,Taric,Quinn,Trundle,Leblanc,Ezreal,Bard,1
ESPORTSTMNT03/1382493,Riot,Team Flash,Machi Esports,Ornn,Graves,Karma,Senna,TahmKench,Sett,Nidalee,Syndra,MissFortune,Yuumi,1
ESPORTSTMNT03/1430751,OPL,ORDER,Pentanet.GG,Sion,Nidalee,Orianna,Ezreal,Nautilus,Ornn,Khazix,Leblanc,Ashe,Braum,1
ESPORTSTMNT02/1324643,CK,Spear Gaming,Team Dynamics,Rumble,JarvanIV,Syndra,Varus,Braum,Ornn,Trundle,Corki,Aphelios,Thresh,0
6254-8176,LPL,Oh My God,Rogue Warriors,Renekton,LeeSin,Rumble,Aphelios,Nautilus,Volibear,Nidalee,Syndra,Ashe,Leona,1
ESPORTSTMNT05/1440415,LEC,G2 Esports,MAD Lions,Kalista,JarvanIV,Rumble,Ziggs,Bard,Maokai,Olaf,Qiyana,Syndra,Sett,0
6250-8148,LPL,LNG Esports,Bilibili Gaming,Volibear,Graves,Orianna,Aphelios,Leona,Ornn,Trundle,Zoe,Kalista,Nautilus,0
ESPORTSTMNT01/1434446,VCS,EVOS Esports,GAM Esports,MonkeyKing,Sejuani,Orianna,Aphelios,Thresh,Malphite,Shyvana,Tristana,Ashe,Pantheon,0
ESPORTSTMNT03/1323923,LCS.A,CLG Academy,Team Liquid Academy,Aatrox,Trundle,Syndra,Senna,Taric,Gangplank,Gragas,Zoe,Kalista,Thresh,0
ESPORTSTMNT03/1334384,PCS,J Team,Resurgence,Camille,Olaf,Galio,Aphelios,Thresh,Aatrox,JarvanIV,Azir,Ezreal,Yuumi,1
ESPORTSTMNT04/1230904,LEC,G2 Esports,Team Vitality,Ornn,LeeSin,Galio,Aphelios,TahmKench,Sion,Gragas,Jayce,Kalista,Thresh,0
